Date,Open,High,Low,Close,Adj Close,Volume
11/12/2017,147.460007,225.550003,146.970001,214.539993,214.539993,806672044
12/12/2017,214.529999,401.76001,210.360001,328.519989,328.519989,1712426348
13/12/2017,327.959991,347.799988,276.119995,305.269989,305.269989,1198402020
14/12/2017,305.029999,314.779999,268.119995,279.809998,279.809998,584754476
15/12/2017,280.019989,317.690002,249.240005,300.269989,300.269989,828163804
16/12/2017,299.980011,311.179993,285.559998,302.040009,302.040009,389831717
17/12/2017,302.040009,332.089996,300.589996,319.570007,319.570007,511044214
18/12/2017,319.570007,364.339996,300.880005,357.51001,357.51001,626661390
19/12/2017,357.51001,376.100006,324.369995,346.869995,346.869995,814023803
20/12/2017,346.730011,346.730011,286.540009,304.809998,304.809998,752136890
21/12/2017,304.769989,327.26001,286.390015,307.690002,307.690002,422642587
22/12/2017,307.690002,309.109985,158.960007,262.089996,262.089996,1167484790
23/12/2017,262.149994,312.709991,256.309998,284.109985,284.109985,433571769
24/12/2017,283.690002,285.399994,244.139999,272.23999,272.23999,314928561
25/12/2017,272.23999,283.459991,262.390015,268.209991,268.209991,154893244
26/12/2017,268.029999,283.859985,267.579987,279.48999,279.48999,190763629
27/12/2017,279.470001,285.320007,252.869995,264.070007,264.070007,219103646
28/12/2017,264.070007,265.649994,224.070007,249.860001,249.860001,281385850
29/12/2017,249.839996,258.359985,236.389999,243.130005,243.130005,207115905
30/12/2017,243.130005,243.419998,202.020004,212.070007,212.070007,268737310
31/12/2017,212.070007,235.399994,207.949997,226.520004,226.520004,187138183
1/01/2018,226.520004,232.259995,216.419998,224.339996,224.339996,115831512
2/01/2018,224.339996,260.529999,224.279999,251.809998,251.809998,314730425
3/01/2018,251.809998,256.809998,241.110001,244.630005,244.630005,211596420
4/01/2018,244.630005,244.880005,225.589996,238.300003,238.300003,206659684
5/01/2018,238.300003,251.559998,235,244.509995,244.509995,262545479
6/01/2018,244.509995,305.209991,243.559998,278.920013,278.920013,511915657
7/01/2018,278.920013,287.269989,265.369995,271.570007,271.570007,212682356
8/01/2018,271.570007,273.470001,231.210007,254.25,254.25,270377483
9/01/2018,254.240005,258.589996,237.979996,246.039993,246.039993,184228877
10/01/2018,246.020004,249.309998,230.660004,249.100006,249.100006,207658680
11/01/2018,249.110001,252.889999,217.850006,226.529999,226.529999,262771223
12/01/2018,226.529999,241.830002,219.619995,235.350006,235.350006,140305335
13/01/2018,235.350006,262.869995,235.300003,257.940002,257.940002,176341211
14/01/2018,257.940002,268.809998,231.429993,236.860001,236.860001,189083699
15/01/2018,236.860001,244.399994,230.789993,231.889999,231.889999,110848991
16/01/2018,231.889999,232.399994,147.779999,183.860001,183.860001,473245937
17/01/2018,183.699997,204.559998,136.449997,188.210007,188.210007,458374670
18/01/2018,188.139999,208.369995,175.460007,191.029999,191.029999,274884322
19/01/2018,191.029999,201.25,185.779999,192.270004,192.270004,132586901
20/01/2018,192.270004,214.720001,192.259995,210.679993,210.679993,133356395
21/01/2018,210.679993,210.809998,182.880005,190.729996,190.729996,118925936
22/01/2018,190.720001,194.339996,165.419998,179.419998,179.419998,141918011
23/01/2018,179.419998,186.110001,164.759995,177.919998,177.919998,119223032
24/01/2018,177.910004,184.699997,172.419998,180.589996,180.589996,86367198
25/01/2018,180.589996,184.690002,175.210007,178.970001,178.970001,73767401
26/01/2018,178.929993,182.149994,165.759995,175.649994,175.649994,84960279
27/01/2018,175.649994,182.919998,173.880005,180.710007,180.710007,68085098
28/01/2018,180.710007,194.479996,180.289993,193.229996,193.229996,81443118
29/01/2018,193.229996,193.419998,177.369995,180.449997,180.449997,73715876
30/01/2018,180.449997,180.610001,159.770004,165.380005,165.380005,126940449
31/01/2018,165.360001,166.860001,156.369995,162.929993,162.929993,92416470
1/02/2018,162.929993,165.710007,127.75,141.369995,141.369995,177798590
2/02/2018,141.360001,142,102.510002,131.169998,131.169998,264489437
3/02/2018,131.169998,166.330002,120.410004,161,161,220733569
4/02/2018,161,174.660004,136.960007,147.550003,147.550003,348903981
5/02/2018,147.550003,153.899994,114.720001,125.040001,125.040001,328173135
6/02/2018,125.019997,147.259995,105.5,141.850006,141.850006,397024992
7/02/2018,141.850006,159.110001,130.740005,137.839996,137.839996,252715544
8/02/2018,137.839996,151.139999,136.970001,149.479996,149.479996,135986158
9/02/2018,149.539993,164.240005,142.139999,163.899994,163.899994,148089557
10/02/2018,163.919998,169.320007,147.970001,154.910004,154.910004,176947228
11/02/2018,154.910004,155.860001,141.800003,149.059998,149.059998,93014379
12/02/2018,149.059998,163.300003,149.029999,161.399994,161.399994,103639383
13/02/2018,161.399994,162.190002,153,159.050003,159.050003,64925748
14/02/2018,159.050003,217.419998,159.050003,212.009995,212.009995,583527603
15/02/2018,212.009995,237.149994,206.770004,221.080002,221.080002,503035315
16/02/2018,221.080002,234.830002,210.25,228.389999,228.389999,285095066
17/02/2018,228.389999,232.710007,224.110001,229.410004,229.410004,136508884
18/02/2018,229.429993,231.970001,211.899994,214.220001,214.220001,221587127
19/02/2018,214.160004,226.210007,213.509995,221.970001,221.970001,124644378
20/02/2018,221.970001,252.199997,221.389999,229.380005,229.380005,448688720
21/02/2018,229.429993,231.699997,204.809998,210.259995,210.259995,324317151
22/02/2018,210.259995,221.440002,188.809998,192.910004,192.910004,269393148
23/02/2018,192.910004,215.839996,182.369995,206.600006,206.600006,253168167
24/02/2018,206.600006,218.449997,194.860001,206.350006,206.350006,206867570
25/02/2018,206.380005,223.100006,200.059998,218.309998,218.309998,202904391
26/02/2018,218.520004,231.600006,214.740005,218.619995,218.619995,283282159
27/02/2018,218.619995,223.210007,212.130005,215.149994,215.149994,145775086
28/02/2018,215.149994,223.610001,201.589996,202.139999,202.139999,153831817
1/03/2018,202.139999,214.679993,200.470001,209.320007,209.320007,111779752
2/03/2018,209.309998,213.419998,204.5,212.589996,212.589996,84393296
3/03/2018,212.610001,217.990005,209.029999,210.289993,210.289993,112747585
4/03/2018,210.289993,214.649994,205.179993,213.360001,213.360001,67818928
5/03/2018,213.360001,215.970001,209.190002,210.800003,210.800003,69862750
6/03/2018,210.800003,210.809998,191.699997,196.580002,196.580002,136364561
7/03/2018,196.580002,199.470001,174.320007,186.039993,186.039993,196927717
8/03/2018,186.050003,188.179993,174.690002,175.820007,175.820007,124496969
9/03/2018,175.820007,189.979996,158.820007,186.380005,186.380005,248799371
10/03/2018,186.380005,194.729996,175.550003,177.300003,177.300003,125536991
11/03/2018,177.300003,193.190002,171.600006,188.389999,188.389999,130493862
12/03/2018,188.380005,193.039993,174.639999,177.850006,177.850006,123163748
13/03/2018,177.850006,181.940002,171.330002,175.470001,175.470001,97844283
14/03/2018,175.470001,178.039993,157.789993,160.770004,160.770004,116916175
15/03/2018,160.770004,167.809998,150.300003,164.279999,164.279999,152065919
16/03/2018,164.279999,172.020004,158.559998,164.949997,164.949997,97457804
17/03/2018,164.949997,165.619995,151.009995,152.649994,152.649994,87970243
18/03/2018,152.649994,157.440002,137.509995,153.940002,153.940002,166006029
19/03/2018,153.940002,163.910004,151.020004,161.509995,161.509995,125855703
20/03/2018,161.509995,173.800003,155.789993,169.089996,169.089996,113739250
21/03/2018,169.089996,175.410004,165.509995,168.710007,168.710007,100728004
22/03/2018,168.740005,172.529999,160.169998,163.929993,163.929993,85077161
23/03/2018,163.919998,169.039993,157.050003,168.850006,168.850006,74392970
24/03/2018,168.850006,169.690002,158.410004,159.050003,159.050003,62032422
25/03/2018,159.050003,163.220001,157.610001,160.309998,160.309998,45066192
25/03/2018,160.309998,160.960007,142.089996,148.279999,148.279999,113770581
26/03/2018,148.279999,149.330002,134.75,134.880005,134.880005,100360248
27/03/2018,134.860001,139.789993,130.240005,131.660004,131.660004,73816273
28/03/2018,131.660004,132.520004,112.650002,114.660004,114.660004,159535092
29/03/2018,114.660004,126.57,109.610001,118.489998,118.489998,142506855
30/03/2018,118.489998,125.209999,115.68,116.32,116.32,69205423
31/03/2018,116.32,118.370003,110.029999,115.110001,115.110001,61953932
1/04/2018,115.110001,121.720001,114.410004,119.260002,119.260002,55199053
2/04/2018,119.260002,137.399994,118.470001,134.229996,134.229996,94696369
3/04/2018,134.229996,134.929993,115.580002,118.360001,118.360001,111839267
4/04/2018,118.360001,122.690002,113.889999,118.760002,118.760002,74831516
5/04/2018,118.760002,120.470001,112.120003,113.18,113.18,51417781
6/04/2018,113.190002,119.849998,112.970001,116.199997,116.199997,48395805
7/04/2018,116.199997,118.650002,115.580002,117.870003,117.870003,35572589
8/04/2018,117.879997,123.209999,112.949997,115.019997,115.019997,72718908
9/04/2018,115.019997,115.459999,111.790001,114.410004,114.410004,42165656
10/04/2018,114.410004,119.93,113.300003,118.400002,118.400002,44183675
11/04/2018,118.32,130.910004,113.269997,129.710007,129.710007,175105506
12/04/2018,129.710007,133.669998,124.07,125.57,125.57,133115960
13/04/2018,125.57,129.759995,124.43,126.529999,126.529999,45425829
14/04/2018,126.550003,132.919998,126.529999,132.699997,132.699997,54928885
15/04/2018,132.710007,133.389999,125.279999,128.839996,128.839996,60722721
16/04/2018,128.839996,140.410004,128.809998,132.339996,132.339996,114879247
17/04/2018,132.339996,141.679993,132.229996,140.479996,140.479996,73579068
18/04/2018,140.490005,147.720001,138.990005,146.580002,146.580002,83357914
19/04/2018,146.580002,156.559998,143.449997,155.729996,155.729996,109540332
20/04/2018,155.729996,157.080002,141.089996,148.5,148.5,106943733
21/04/2018,148.5,153.179993,145,146.669998,146.669998,58383011
22/04/2018,146.669998,153.520004,146.479996,152.639999,152.639999,63992360
23/04/2018,152.639999,165.979996,152.610001,164.690002,164.690002,155649983
24/04/2018,164.690002,164.880005,140.669998,144.990005,144.990005,178366490
25/04/2018,145,154.580002,142.279999,153.220001,153.220001,74752098
26/04/2018,153.190002,153.679993,145.350006,145.869995,145.869995,76713116
27/04/2018,145.869995,153.190002,145.070007,151.960007,151.960007,51094847
28/04/2018,151.960007,156.399994,148.160004,153.429993,153.429993,54397059
29/04/2018,153.429993,154.259995,147.139999,148.270004,148.270004,45542973
30/04/2018,148.270004,148.720001,142.970001,147.990005,147.990005,61164623
1/05/2018,148.020004,153.300003,146.360001,151.210007,151.210007,43485994
2/05/2018,151.210007,164.020004,150.699997,161.220001,161.220001,110154634
3/05/2018,161.220001,171.389999,157.580002,168.729996,168.729996,101035488
4/05/2018,168.759995,182.990005,167.770004,178.160004,178.160004,122414027
5/05/2018,178.160004,183.070007,165.229996,171.660004,171.660004,104848948
6/05/2018,171.839996,172.070007,157.509995,164.229996,164.229996,97537791
7/05/2018,164.240005,168.160004,157.309998,159.039993,159.039993,77383969
8/05/2018,159.039993,160.139999,150.960007,156.779999,156.779999,64840032
9/05/2018,156.779999,160.720001,147.860001,148.240005,148.240005,55767733
10/05/2018,148.240005,148.520004,133.559998,136.470001,136.470001,116335404
11/05/2018,136.470001,144.75,131.529999,141.820007,141.820007,64058613
12/05/2018,141.820007,146.820007,136.960007,144.410004,144.410004,47969261
13/05/2018,144.410004,152.800003,134.529999,147.389999,147.389999,124684754
14/05/2018,147.389999,149.649994,137.919998,139.559998,139.559998,74327593
15/05/2018,139.559998,140.979996,134.679993,139.320007,139.320007,50432313
16/05/2018,139.320007,141.5,131.479996,132.630005,132.630005,43571216
17/05/2018,132.630005,137.580002,129.130005,136.190002,136.190002,55740005
18/05/2018,136.190002,137.899994,133.130005,135.139999,135.139999,31865673
19/05/2018,135.139999,140.630005,132.630005,139.580002,139.580002,36674558
20/05/2018,139.580002,140.029999,133.729996,134.279999,134.279999,36979560
21/05/2018,134.279999,135.839996,127.629997,128.130005,128.130005,39718676
22/05/2018,128.130005,129.369995,116.370003,118.699997,118.699997,70801644
23/05/2018,118.720001,124.959999,115.019997,122.879997,122.879997,56072299
24/05/2018,122.879997,124.32,117.18,119.07,119.07,38995787
25/05/2018,119.07,122.440002,117.540001,118.440002,118.440002,27760304
26/05/2018,118.440002,119.080002,116.720001,117.959999,117.959999,27455036
27/05/2018,117.959999,119.010002,110.5,111.169998,111.169998,48882435
28/05/2018,111.169998,122.709999,109.900002,119.5,119.5,55588062
29/05/2018,119.489998,122.849998,115.019997,117.230003,117.230003,42373472
30/05/2018,117.230003,120.900002,116.440002,118.379997,118.379997,37147157
31/05/2018,118.379997,120.529999,116.900002,120.199997,120.199997,33361533
1/06/2018,120.199997,124.419998,118.82,123.620003,123.620003,35986922
2/06/2018,123.620003,128.050003,122.300003,125.18,125.18,32685265
3/06/2018,125.18,126.720001,118.379997,119.959999,119.959999,29898012
4/06/2018,119.959999,122.410004,116.309998,122.080002,122.080002,32609984
5/06/2018,122.080002,122.669998,118.529999,121.489998,121.489998,28354244
6/06/2018,121.489998,123.559998,119.669998,121.629997,121.629997,29585122
7/06/2018,121.629997,122.059998,118.449997,119.989998,119.989998,21602360
8/06/2018,119.989998,120.959999,117.110001,117.459999,117.459999,17196076
9/06/2018,117.459999,117.459999,103.190002,106.75,106.75,89238775
10/06/2018,106.730003,108.730003,103.080002,107.220001,107.220001,47301326
11/06/2018,107.220001,107.919998,97.440002,100.040001,100.040001,54531308
12/06/2018,100.040001,100.379997,89.279999,93.739998,93.739998,68066180
13/06/2018,93.709999,102.919998,92.839996,101.019997,101.019997,54886993
14/06/2018,101.019997,101.019997,94.769997,95.550003,95.550003,29612043
15/06/2018,95.550003,97.580002,92.779999,96.699997,96.699997,20925978
16/06/2018,96.699997,98.220001,94.669998,94.980003,94.980003,15068744
17/06/2018,94.980003,99.809998,93.169998,98.730003,98.730003,31106171
18/06/2018,98.730003,101.580002,97.029999,98.660004,98.660004,24653268
19/06/2018,98.660004,98.949997,95.400002,97.849998,97.849998,17993415
20/06/2018,97.849998,99.199997,96.050003,96.699997,96.699997,16913063
21/06/2018,96.699997,96.800003,80.25,84.959999,84.959999,67626758
22/06/2018,84.970001,86.949997,81.559998,82.970001,82.970001,26051707
23/06/2018,82.959999,83.669998,73.43,80.620003,80.620003,57122872
24/06/2018,80.620003,84.370003,78.730003,81.610001,81.610001,35940220
25/06/2018,81.610001,82.5,75.379997,75.830002,75.830002,25910816
26/06/2018,75.82,81.82,74.970001,80.730003,80.730003,28520796
27/06/2018,80.730003,81.260002,74.07,74.190002,74.190002,28660312
28/06/2018,74.18,80.510002,72.529999,79.040001,79.040001,39528213
29/06/2018,79.040001,84.339996,79.029999,81.120003,81.120003,34771578
30/06/2018,81.120003,81.470001,77.75,79.889999,79.889999,17128443
1/07/2018,79.889999,86.739998,78.279999,85.489998,85.489998,31692258
2/07/2018,85.489998,89.839996,84.040001,84.989998,84.989998,36685141
3/07/2018,84.989998,89.040001,83.470001,85.400002,85.400002,23444801
4/07/2018,85.400002,86.889999,81.93,83.300003,83.300003,29563885
5/07/2018,83.300003,84.089996,80.779999,83.080002,83.080002,18789194
6/07/2018,83.080002,85.389999,79.470001,84.879997,84.879997,20619467
7/07/2018,84.879997,85.639999,81.93,82.220001,82.220001,19643413
8/07/2018,82.220001,83.080002,80.080002,80.470001,80.470001,20788466
9/07/2018,80.470001,80.519997,74.489998,75.940002,75.940002,36901216
10/07/2018,75.940002,80.93,75.559998,78.300003,78.300003,29056363
11/07/2018,78.300003,78.32,74.43,76.989998,76.989998,24018017
12/07/2018,76.989998,78.589996,75.209999,76.620003,76.620003,24157905
13/07/2018,76.620003,77.459999,75.589996,76.269997,76.269997,13110692
14/07/2018,76.269997,79.389999,75.349998,78.629997,78.629997,18017491
15/07/2018,78.629997,84.139999,77.830002,83.669998,83.669998,34823097
16/07/2018,83.669998,90.089996,81.550003,89.050003,89.050003,43888986
17/07/2018,89.050003,94.400002,85.160004,86.32,86.32,54461532
18/07/2018,86.32,88.919998,85.07,86.199997,86.199997,25284176
19/07/2018,86.199997,86.610001,81.080002,81.82,81.82,30958978
20/07/2018,81.82,84.769997,79.739998,83.610001,83.610001,17040213
21/07/2018,83.559998,84.07,81.870003,82.300003,82.300003,16559526
22/07/2018,82.300003,85.870003,81.239998,81.25,81.25,28295705
23/07/2018,81.25,89.550003,80.839996,89.160004,89.160004,44747408
24/07/2018,89.190002,90.480003,84.889999,86.339996,86.339996,25220487
25/07/2018,86.339996,87.800003,82.860001,83.540001,83.540001,17925965
26/07/2018,83.540001,85.010002,81.599998,84.449997,84.449997,21464619
27/07/2018,84.449997,84.639999,82.470001,84.019997,84.019997,9079264
28/07/2018,84.019997,85.169998,83.389999,83.949997,83.949997,8510256
29/07/2018,83.949997,84.629997,79.779999,82.190002,82.190002,20544419
30/07/2018,82.190002,82.419998,76.050003,78.839996,78.839996,26505388
31/07/2018,78.839996,79.019997,75.989998,77.639999,77.639999,20876041
1/08/2018,77.639999,78.379997,75.550003,76.199997,76.199997,12805088
2/08/2018,76.199997,77.790001,74.970001,77.589996,77.589996,15839820
3/08/2018,77.589996,78.029999,72.309998,73.019997,73.019997,15255841
4/08/2018,73.019997,74.660004,72.400002,74.650002,74.650002,10567346
5/08/2018,74.650002,76.790001,72.470001,73.580002,73.580002,13165465
6/08/2018,73.580002,75.040001,66.669998,67.330002,67.330002,28846084
7/08/2018,67.330002,67.470001,60.970001,62.220001,62.220001,43140754
8/08/2018,62.220001,65.059998,60.189999,63.009998,63.009998,24042619
9/08/2018,63.02,63.209999,58.110001,59.139999,59.139999,23475581
10/08/2018,59.139999,59.200001,55.080002,55.34,55.34,14216190
11/08/2018,55.34,55.34,55.34,55.34,55.34,0
12/08/2018,59.369999,60.580002,55.720001,56.470001,56.470001,17307509
13/08/2018,56.490002,56.490002,49.310001,54.369999,54.369999,38140859
14/08/2018,54.369999,59.349998,53.959999,54.41,54.41,44720269
15/08/2017,43.169998,44.939999,42.099998,43.970001,43.970001,22142597
16/08/2017,43.970001,44.740002,43.130001,43.830002,43.830002,18733697
17/08/2017,43.830002,47.919998,43.23,46.740002,46.740002,40574149
18/08/2017,46.740002,46.889999,43.389999,45.189999,45.189999,20514354
19/08/2017,45.189999,47.389999,44.07,45.810001,45.810001,17689808
20/08/2017,45.810001,48.939999,45.27,48.09,48.09,30030772
21/08/2017,48.09,48.099998,44.849998,46.400002,46.400002,28209467
22/08/2017,46.400002,55.43,46.049999,53.439999,53.439999,83643726
23/08/2017,53.439999,53.580002,50.34,50.360001,50.360001,56389670
24/08/2017,50.360001,52.299999,49.779999,51.09,51.09,30861268
25/08/2017,51.09,52.130001,50.09,51.580002,51.580002,22089859
26/08/2017,51.580002,64.489998,51.369999,61.080002,61.080002,121485913
27/08/2017,61.080002,64.949997,58.869999,62.360001,62.360001,81891911
28/08/2017,62.360001,64.199997,61.169998,63.759998,63.759998,58218596
29/08/2017,63.759998,66.57,61.860001,65.970001,65.970001,52584713
30/08/2017,65.970001,74.589996,65.120003,73.029999,73.029999,129559211
31/08/2017,73.029999,92.769997,71.5,87.879997,87.879997,316464574
1/09/2017,87.879997,93.669998,73.290001,79.18,79.18,260187395
2/09/2017,79.18,84.07,74.949997,79.040001,79.040001,124890039
3/09/2017,79.040001,79.059998,62.970001,68.889999,68.889999,197880261
4/09/2017,68.889999,74.690002,63.290001,73.730003,73.730003,137991645
5/09/2017,73.730003,82.169998,73.690002,81.440002,81.440002,147734449
6/09/2017,81.440002,82.839996,77.400002,80.25,80.25,96855844
7/09/2017,80.25,82.199997,68.419998,73.190002,73.190002,187197024
8/09/2017,73.190002,73.949997,69,71.089996,71.089996,76615292
9/09/2017,71.089996,71.110001,63.330002,67.080002,67.080002,105909535
10/09/2017,67.080002,71.209999,65.550003,68.129997,68.129997,73656622
11/09/2017,68.129997,71.970001,64.720001,65.889999,65.889999,97264307
12/09/2017,65.889999,66.339996,57.869999,61.779999,61.779999,140918803
13/09/2017,61.779999,62.66,44.900002,45.200001,45.200001,205038177
14/09/2017,45.200001,55.650002,33.380001,52,52,343835193
15/09/2017,52,57.34,50.540001,52.099998,52.099998,120177655
16/09/2017,52.099998,53.18,47.73,51,51,73060667
17/09/2017,51,57.490002,50.98,56.16,56.16,111381221
18/09/2017,56.16,56.700001,51.27,52.799999,52.799999,89515520
19/09/2017,52.799999,54.369999,51.07,51.560001,51.560001,46361439
20/09/2017,51.560001,52.48,45.110001,46.459999,46.459999,100420510
21/09/2017,46.459999,49.029999,44.799999,47.669998,47.669998,76916515
22/09/2017,47.669998,50.009998,46.380001,49.290001,49.290001,44793106
23/09/2017,49.290001,49.400002,47.18,47.5,47.5,29589565
24/09/2017,47.5,53.16,47.470001,52.27,52.27,66087743
25/09/2017,52.27,54.369999,51.419998,52.27,52.27,48431172
26/09/2017,52.27,57.389999,52.240002,56.900002,56.900002,75024623
27/09/2017,56.900002,57.16,54,54.91,54.91,64516773
28/09/2017,54.91,54.93,50.439999,52.799999,52.799999,64227763
29/09/2017,52.799999,55.91,52.75,55.41,55.41,36860837
30/09/2017,55.41,55.549999,53.580002,54.799999,54.799999,30401267
1/10/2017,54.799999,54.970001,52.93,53.290001,53.290001,30684048
2/10/2017,53.290001,53.540001,51.34,52.150002,52.150002,30707803
3/10/2017,52.150002,52.98,50.529999,51.220001,51.220001,31053173
4/10/2017,51.220001,51.869999,50.169998,51.639999,51.639999,26593841
5/10/2017,51.639999,52.75,51.34,52.080002,52.080002,21668387
6/10/2017,52.080002,52.900002,51.610001,52.57,52.57,19001783
7/10/2017,52.57,54.790001,52.32,53.299999,53.299999,36217438
8/10/2017,53.299999,53.439999,48.119999,50.080002,50.080002,54786620
9/10/2017,50.080002,51.630001,49.689999,50.580002,50.580002,31741909
10/10/2017,50.580002,51.049999,50.18,50.790001,50.790001,19957142
11/10/2017,50.790001,59.720001,50.73,59.720001,59.720001,121666559
12/10/2017,59.720001,60.759998,55.110001,59.049999,59.049999,122355541
13/10/2017,59.049999,66.480003,58.34,63.939999,63.939999,111286807
14/10/2017,63.939999,69.949997,62.080002,65.57,65.57,136097133
